TSS_position,TSS_strand,TSS_reads,sigma_binding,found_motif, binding+motif,TU_ID,first_gene,genes
367817,+,13,S,DNHF,,TU_Ecoli-0334,mhpA,mhpA;mhpB;mhpC;mhpD;mhpF;mhpE
367864,-,82,S,SNH,S,TU_Ecoli-0335,mhpR,mhpR;lacI
374182,+,5,DS,NF,,TU_Ecoli-0336,mhpT,mhpT
374618,+,14,DS,DSNHFE,DS,TU_Ecoli-0337,mhpT,mhpT
374642,+,32,DS,NHF,,TU_Ecoli-0338,mhpT,mhpT
374655,+,5,DS,NE,,TU_Ecoli-0339,mhpT,mhpT
378818,-,6,DS,DSNHFE,DS,TU_Ecoli-0340,frmA,frmA;frmB
378825,-,7,DS,DSNHE,DS,TU_Ecoli-0341,frmA,frmA;frmB
378983,-,18,DS,DSNFE,DS,TU_Ecoli-0342,frmA,frmA;frmB
379059,-,6,DS,HFE,,TU_Ecoli-0343,frmA,frmA;frmB
379124,-,24,DS,DSHE,DS,TU_Ecoli-0344,frmR,frmR;frmA;frmB
379170,-,6,DS,DSFE,DS,TU_Ecoli-0345,frmR,frmR;frmA;frmB
379333,-,19,DS,HFE,,TU_Ecoli-0346,frmR,frmR;frmA;frmB
379387,-,6,DS,DHFE,D,TU_Ecoli-0347,frmR,frmR;frmA;frmB
379427,-,6,DS,DSNHF,DS,TU_Ecoli-0348,frmR,frmR;frmA;frmB
388978,-,488,D,DSNHFE,D,TU_Ecoli-0349,hemB,hemB
389003,-,13,D,DSNH,D,TU_Ecoli-0350,hemB,hemB
389646,-,44,D,DSNHE,D,TU_Ecoli-0351,hemB,hemB
392203,-,265,D,DSHF,D,TU_Ecoli-0352,insEF-2,insEF-2
392607,-,21,D,DSNHFE,D,TU_Ecoli-0353,insEF-2,insEF-2
393395,+,9,D,DSNF,D,TU_Ecoli-0354,yaiV,yaiV
393457,+,6,D,DFE,D,TU_Ecoli-0355,yaiV,yaiV
393565,+,9,D,DNHF,D,TU_Ecoli-0356,yaiV,yaiV
395515,-,9,DSE,DSHFE,DSE,TU_Ecoli-0357,ampH,ampH
395524,-,5,DSE,DSHFE,DSE,TU_Ecoli-0358,ampH,ampH
395526,-,5,DSE,DSHFE,DSE,TU_Ecoli-0359,ampH,ampH
395543,-,39,DSE,DSNE,DSE,TU_Ecoli-0360,ampH,ampH
395605,+,566,DSE,SNH,S,TU_Ecoli-0361,sbmA,sbmA
395656,-,13,DSE,DNHE,DE,TU_Ecoli-0362,ampH,ampH
397062,+,14,DH,DSNHF,DH,TU_Ecoli-0363,yaiW,yaiW
397095,+,24,DH,DSHFE,DH,TU_Ecoli-0364,yaiW,yaiW
398788,+,33,DSH,DNFE,D,TU_Ecoli-0365,yaiZ,yaiZ
399167,-,28,DSH,DSHFE,DSH,TU_Ecoli-0366,yaiY,yaiY
400587,+,26,DS,DSNHFE,DS,TU_Ecoli-0367,iraP,iraP
400746,+,11,DS,DSNHFE,DS,TU_Ecoli-0368,phoA,phoA;psiF
402757,+,63,D,S,,TU_Ecoli-0369,adrA,adrA
404910,-,5,D,DSNE,D,TU_Ecoli-0370,proC,proC
404921,-,8,D,DNF,D,TU_Ecoli-0371,proC,proC
404968,+,33,D,DSFE,D,TU_Ecoli-0372,yaiI,yaiI
405502,+,136,D,DSNHE,D,TU_Ecoli-0373,aroL,aroL;yaiA;aroM
405579,+,94,D,DSE,D,TU_Ecoli-0374,aroL,aroL;yaiA;aroM
406145,+,14,DS,NH,,TU_Ecoli-0375,yaiA,yaiA;aroM
406178,+,15197,DS,DSNHF,DS,TU_Ecoli-0376,yaiA,yaiA;aroM
406251,+,45,DS,DS,DS,TU_Ecoli-0377,aroM,aroM
406288,+,19,DS,DNHFE,D,TU_Ecoli-0378,aroM,aroM
406315,+,24,DS,SHFE,S,TU_Ecoli-0379,aroM,aroM
406326,+,34,DS,DSHE,DS,TU_Ecoli-0380,aroM,aroM
406399,+,43,DS,HFE,,TU_Ecoli-0381,aroM,aroM
406829,+,5,DS,SNF,S,TU_Ecoli-0382,yaiE,yaiE
406860,+,13,DS,E,,TU_Ecoli-0383,yaiE,yaiE
407007,+,7,DS,FE,,TU_Ecoli-0384,yaiE,yaiE
407201,+,28,DSH,SF,S,TU_Ecoli-0385,yaiE,yaiE
407584,+,7,DSH,N,,TU_Ecoli-0386,ykiA,ykiA
407614,+,33,DSH,DF,D,TU_Ecoli-0387,ykiA,ykiA
409061,+,40,D,DSHFE,D,TU_Ecoli-0388,mak,mak
409237,+,8,D,DSNHFE,D,TU_Ecoli-0389,mak,mak
409273,-,5,D,DSHFE,D,TU_Ecoli-0390,rdgC,rdgC
409279,+,55,D,DNHFE,D,TU_Ecoli-0391,mak,mak
409334,-,5,D,DSNHE,D,TU_Ecoli-0392,rdgC,rdgC
411732,-,15,DH,DSNHFE,DH,TU_Ecoli-0393,araJ,araJ
411748,-,19,DH,DSNHE,DH,TU_Ecoli-0394,araJ,araJ
416200,-,117,S,DSNHE,S,TU_Ecoli-0395,sbcD,sbcD;sbcC
416325,+,44,S,DSNHFE,S,TU_Ecoli-0396,phoB,phoB;phoR
416465,+,14,S,NHFE,,TU_Ecoli-0397,phoR,phoR
418645,+,97,DS,DSNHF,DS,TU_Ecoli-0398,brnQ,brnQ;proY
418783,+,60,DS,DSNHFE,DS,TU_Ecoli-0399,brnQ,brnQ;proY
418795,+,9,DS,DSNHF,DS,TU_Ecoli-0400,brnQ,brnQ;proY
419920,+,7,D,DSNHFE,D,TU_Ecoli-0401,proY,proY
419972,+,56,D,DSN,D,TU_Ecoli-0402,proY,proY
424206,-,12,DS,DSE,DS,TU_Ecoli-0403,acpH,acpH
424209,+,35,DS,DSNH,DS,TU_Ecoli-0404,queA,queA;tgt
425117,+,16,H,DSNHFE,H,TU_Ecoli-0405,tgt,tgt
426000,+,27,D,DSNHF,D,TU_Ecoli-0406,yajC,yajC;secD;secF
426039,+,25,D,NHF,,TU_Ecoli-0407,yajC,yajC;secD;secF
426068,+,33,D,DSNH,D,TU_Ecoli-0408,yajC,yajC;secD;secF
426243,+,30,D,DSNH,D,TU_Ecoli-0409,yajC,yajC;secD;secF
426427,+,49,D,DSNHF,D,TU_Ecoli-0410,yajC,yajC;secD;secF
426760,+,9,F,DSNF,F,TU_Ecoli-0411,secD,secD;secF
426775,+,6,F,DF,F,TU_Ecoli-0412,secD,secD;secF
426859,+,34,F,DSNFE,F,TU_Ecoli-0413,secD,secD;secF
428643,+,6,DS,NHFE,,TU_Ecoli-0414,secF,secF
429315,+,11,D,DSNHFE,D,TU_Ecoli-0415,yajD,yajD
429343,+,31,D,DSNHF,D,TU_Ecoli-0416,yajD,yajD
429410,+,5,D,DSNF,D,TU_Ecoli-0417,yajD,yajD
429508,+,21,D,DSHFE,D,TU_Ecoli-0418,yajD,yajD
429544,+,9,D,HFE,,TU_Ecoli-0419,yajD,yajD
429800,+,56,D,DNHE,D,TU_Ecoli-0420,yajD,yajD
431315,-,9,DS,DSNFE,DS,TU_Ecoli-0421,tsx,tsx
431409,-,17,DS,DSNHFE,DS,TU_Ecoli-0422,tsx,tsx
431598,-,27,DS,DSFE,DS,TU_Ecoli-0423,tsx,tsx
432100,-,84,D,DSNHF,D,TU_Ecoli-0424,yajI,yajI
432183,+,27,D,DSNHF,D,TU_Ecoli-0425,nrdR,nrdR;ribD;ribE;nusB;thiL;pgpA
432201,+,202,D,DSNH,D,TU_Ecoli-0426,nrdR,nrdR;ribD;ribE;nusB;thiL;pgpA
432230,+,11,D,H,,TU_Ecoli-0427,ribD,ribD;ribE;nusB;thiL;pgpA
432243,+,6,D,DSNHFE,D,TU_Ecoli-0428,ribD,ribD;ribE;nusB;thiL;pgpA
432259,+,8,D,DSNHFE,D,TU_Ecoli-0429,ribD,ribD;ribE;nusB;thiL;pgpA
433660,+,106,DSH,DSHFE,DSH,TU_Ecoli-0430,ribE,ribE;nusB;thiL;pgpA
433729,+,47,DSH,DSNHF,DSH,TU_Ecoli-0431,ribE,ribE;nusB;thiL;pgpA
433735,+,104,DSH,DSNHFE,DSH,TU_Ecoli-0432,ribE,ribE;nusB;thiL;pgpA
433836,+,105,DSH,DSHFE,DSH,TU_Ecoli-0433,ribE,ribE;nusB;thiL;pgpA
433856,+,6,DSH,SHFE,SH,TU_Ecoli-0434,ribE,ribE;nusB;thiL;pgpA
433880,+,51,DSH,DFE,D,TU_Ecoli-0435,nusB,nusB;thiL;pgpA
435805,+,126,D,DSNHF,D,TU_Ecoli-0436,pgpA,pgpA
437400,-,178,DS,NFE,,TU_Ecoli-0437,yajO,yajO
437453,-,151,DS,NF,,TU_Ecoli-0438,yajO,yajO
439443,-,11,D,NHF,,TU_Ecoli-0439,dxs,dxs
439621,-,9,D,DNF,D,TU_Ecoli-0440,dxs,dxs
440335,-,6,D,NHE,,TU_Ecoli-0441,ispA,ispA;dxs
440345,-,5,D,DNHFE,D,TU_Ecoli-0442,ispA,ispA;dxs
440351,-,8,D,DNHFE,D,TU_Ecoli-0443,ispA,ispA;dxs
440597,-,49,D,DSNHFE,D,TU_Ecoli-0444,xseB,xseB;ispA;dxs
440655,-,5,D,DSHFE,D,TU_Ecoli-0445,xseB,xseB;ispA;dxs
440671,-,28,D,,,TU_Ecoli-0446,xseB,xseB;ispA;dxs
440678,-,6,D,F,,TU_Ecoli-0447,xseB,xseB;ispA;dxs
440691,+,8,D,DSNF,D,TU_Ecoli-0448,thiI,thiI
440769,-,86,D,DSNHF,D,TU_Ecoli-0449,xseB,xseB;ispA;dxs
443640,+,142,DS,DSHFE,DS,TU_Ecoli-0450,yajQ,yajQ
443824,+,39,DS,DSNHF,DS,TU_Ecoli-0451,yajQ,yajQ
443882,+,88,DS,DSNHF,DS,TU_Ecoli-0452,yajQ,yajQ
445911,-,5,D,DSNHFE,D,TU_Ecoli-0453,yajR,yajR
446080,-,8,D,DHFE,D,TU_Ecoli-0454,yajR,yajR
446105,-,17,D,DSNHFE,D,TU_Ecoli-0455,yajR,yajR
446125,-,33,D,NH,,TU_Ecoli-0456,yajR,yajR
446161,-,14,D,DSNHF,D,TU_Ecoli-0457,yajR,yajR
450877,-,324,DH,DSNHFE,DH,TU_Ecoli-0458,cyoA,cyoA;cyoB;cyoC;cyoD;cyoE
453090,-,47,DSN,N,N,TU_Ecoli-0459,ampG,ampG
453421,-,7,DSN,DSNH,DSN,TU_Ecoli-0460,yajG,yajG;ampG
453433,-,887,DSN,DSFE,DS,TU_Ecoli-0461,yajG,yajG;ampG
453658,+,92051,DSN,DSNHF,DSN,TU_Ecoli-0462,bolA,bolA
453700,-,7,DSN,DNFE,DN,TU_Ecoli-0463,yajG,yajG;ampG
453712,-,5,DSN,DSNHE,DSN,TU_Ecoli-0464,yajG,yajG;ampG
453715,-,5,DSN,DSNHE,DSN,TU_Ecoli-0465,yajG,yajG;ampG
453728,+,717,DSN,DNF,DN,TU_Ecoli-0466,tig,tig
453743,+,740,DSN,DF,D,TU_Ecoli-0467,tig,tig
453753,+,245,DSN,E,,TU_Ecoli-0468,tig,tig
453888,+,64,DSN,DSHF,DS,TU_Ecoli-0469,tig,tig
453939,+,32,DSN,DSNH,DSN,TU_Ecoli-0470,tig,tig
454058,+,170,DSN,DSNHFE,DSN,TU_Ecoli-0471,tig,tig
455801,+,3166,DSNHE,DSHF,DSH,TU_Ecoli-0472,clpP,clpP;clpX
455829,+,1303,DSNHE,DSNHF,DSNH,TU_Ecoli-0473,clpP,clpP;clpX
456289,+,50,DSNHE,DSFE,DSE,TU_Ecoli-0474,clpX,clpX
456426,+,827,HE,NHFE,HE,TU_Ecoli-0475,clpX,clpX
456560,+,75,HE,DSNHF,H,TU_Ecoli-0476,clpX,clpX
457517,+,82,DH,,,TU_Ecoli-0477,lon,lon
457701,+,166,DH,NH,H,TU_Ecoli-0478,lon,lon
458037,+,1744,DH,DNHF,DH,TU_Ecoli-0479,lon,lon
460556,+,13333,DS,DSNHE,DS,TU_Ecoli-0480,hupB,hupB
460692,+,6,DS,NFE,,TU_Ecoli-0481,ppiD,ppiD;ybaV;fadM
460696,+,6,DS,NFE,,TU_Ecoli-0482,ppiD,ppiD;ybaV;fadM
460702,+,63,DS,NFE,,TU_Ecoli-0483,ppiD,ppiD;ybaV;fadM
460770,+,14,DS,DSNF,DS,TU_Ecoli-0484,ppiD,ppiD;ybaV;fadM
460776,+,46,DS,DSNFE,DS,TU_Ecoli-0485,ppiD,ppiD;ybaV;fadM
460804,+,13,DS,DSFE,DS,TU_Ecoli-0486,ppiD,ppiD;ybaV;fadM
460819,+,7,DS,DSHFE,DS,TU_Ecoli-0487,ppiD,ppiD;ybaV;fadM
460902,+,74,DS,SHF,S,TU_Ecoli-0488,ppiD,ppiD;ybaV;fadM
461080,+,20,DS,DSNHFE,DS,TU_Ecoli-0489,ppiD,ppiD;ybaV;fadM
461089,+,30,DS,DSFE,DS,TU_Ecoli-0490,ppiD,ppiD;ybaV;fadM
464772,-,13,D,DS,D,TU_Ecoli-0491,queC,queC
464966,-,10,D,NHE,,TU_Ecoli-0492,queC,queC
464976,-,7,D,NHFE,,TU_Ecoli-0493,queC,queC
465116,-,20,D,DSNHFE,D,TU_Ecoli-0494,queC,queC
467362,+,997,DS,NHF,,TU_Ecoli-0495,ybaO,ybaO;mdlA;mdlB
467405,+,131,DS,NFE,,TU_Ecoli-0496,ybaO,ybaO;mdlA;mdlB
467579,+,30,DS,DSNHFE,DS,TU_Ecoli-0497,ybaO,ybaO;mdlA;mdlB
467619,+,21,DS,DSFE,DS,TU_Ecoli-0498,mdlA,mdlA;mdlB
467628,+,283,DS,DSNFE,DS,TU_Ecoli-0499,mdlA,mdlA;mdlB
471781,+,1952,DN,DNHF,DN,TU_Ecoli-0500,glnK,glnK;amtB
472073,+,61,DN,NHE,N,TU_Ecoli-0501,amtB,amtB
472106,+,87,DN,DF,D,TU_Ecoli-0502,amtB,amtB
472112,+,37,DN,D,D,TU_Ecoli-0503,amtB,amtB
475672,+,22991,DS,SNE,S,TU_Ecoli-0504,ffs,ffs
475688,+,371,DS,HE,,TU_Ecoli-0505,ybaA,ybaA
475717,+,716,DS,DSNHF,DS,TU_Ecoli-0506,ybaA,ybaA
475723,+,1930,DS,DSHF,DS,TU_Ecoli-0507,ybaA,ybaA
475733,+,4020,DS,E,,TU_Ecoli-0508,ybaA,ybaA
475842,+,443,DS,DSHFE,DS,TU_Ecoli-0509,ybaA,ybaA
477866,-,302,S,DSNHE,S,TU_Ecoli-0510,ylaB,ylaB
477988,-,13,S,DSE,S,TU_Ecoli-0511,ylaB,ylaB
477995,-,10,S,DF,,TU_Ecoli-0512,ylaB,ylaB
478512,-,240,D,DSHF,D,TU_Ecoli-0513,ylaC,ylaC
478663,-,8,D,DNH,D,TU_Ecoli-0514,ylaC,ylaC
479647,-,40,DS,DSN,DS,TU_Ecoli-0515,hha,hha
479725,-,39,DS,DSHE,DS,TU_Ecoli-0516,hha,hha
479836,-,41,DS,SNHFE,S,TU_Ecoli-0517,hha,hha
480019,-,6692,DS,DSNHFE,DS,TU_Ecoli-0518,tomB,tomB;hha
485064,-,190,DSN,DFE,D,TU_Ecoli-0519,acrA,acrA;acrB
485123,-,27,DSN,DSNHFE,DSN,TU_Ecoli-0520,acrA,acrA;acrB
485193,+,5,DSN,DFE,D,TU_Ecoli-0521,kefA,kefA
485202,-,61,DSN,DNH,DN,TU_Ecoli-0522,acrA,acrA;acrB
485716,+,22,DSN,DSNH,DSN,TU_Ecoli-0523,kefA,kefA
490083,+,13,S,DSNHFE,S,TU_Ecoli-0524,ybaN,ybaN
490183,+,5,S,DNF,,TU_Ecoli-0525,apt,apt
490346,+,10,D,NE,,TU_Ecoli-0526,apt,apt
490535,+,5,D,DSNHFE,D,TU_Ecoli-0527,apt,apt
490663,-,342,D,DSNF,D,TU_Ecoli-0528,priC,priC;ybaM
491109,+,11,D,DNHFE,D,TU_Ecoli-0529,dnaX,dnaX
491279,+,12,D,DS,D,TU_Ecoli-0530,dnaX,dnaX
493028,+,63,DSE,,,TU_Ecoli-0531,ybaB,ybaB;recR
493189,+,464,DSE,DSNFE,DSE,TU_Ecoli-0532,ybaB,ybaB;recR
493818,+,7,H,NHFE,H,TU_Ecoli-0533,htpG,htpG
493832,+,6,H,HFE,H,TU_Ecoli-0534,htpG,htpG
494300,+,29,H,DNHFE,H,TU_Ecoli-0535,htpG,htpG
494336,+,14,H,DSHF,H,TU_Ecoli-0536,htpG,htpG
496106,+,8,D,DNFE,D,TU_Ecoli-0537,adk,adk
496125,+,12,D,,,TU_Ecoli-0538,adk,adk
496134,+,11,D,DN,D,TU_Ecoli-0539,adk,adk
496141,+,16,D,DNF,D,TU_Ecoli-0540,adk,adk
496357,+,20,D,DSNE,D,TU_Ecoli-0541,adk,adk
497066,+,70,S,DH,,TU_Ecoli-0542,hemH,hemH
497196,+,28,S,DSNHE,S,TU_Ecoli-0543,hemH,hemH
497255,+,234,S,DSH,S,TU_Ecoli-0544,hemH,hemH
499323,+,15,D,DSNHFE,D,TU_Ecoli-0545,gsk,gsk
502478,-,124,DS,DSHFE,DS,TU_Ecoli-0546,ybaL,ybaL
502485,-,69,DS,DSNHFE,DS,TU_Ecoli-0547,ybaL,ybaL
502519,-,362,DS,DSNE,DS,TU_Ecoli-0548,ybaL,ybaL
503853,+,29,D,DSF,D,TU_Ecoli-0549,ushA,ushA
504112,+,29,D,DSNH,D,TU_Ecoli-0550,ushA,ushA
506428,+,425,DS,DNHFE,D,TU_Ecoli-0551,micM,micM
506453,-,71,DS,SNF,S,TU_Ecoli-0552,ybaK,ybaK
506812,-,52,DSH,N,,TU_Ecoli-0553,ybaK,ybaK
506839,-,15,DSH,NHF,H,TU_Ecoli-0554,ybaK,ybaK
507321,-,879,DH,DSF,D,TU_Ecoli-0555,ybaP,ybaP
510449,+,5,DS,DSH,DS,TU_Ecoli-0556,ybaS,ybaS;ybaT
510635,-,295,DS,DSNHFE,DS,TU_Ecoli-0557,copA,copA
511129,+,8,DS,NHF,,TU_Ecoli-0558,ybaT,ybaT
512790,+,82,D,DNF,D,TU_Ecoli-0559,cueR,cueR
512872,+,83,D,SNHF,,TU_Ecoli-0560,cueR,cueR
512919,+,429,D,NH,,TU_Ecoli-0561,cueR,cueR
512925,+,31,D,DSNH,D,TU_Ecoli-0562,cueR,cueR
513178,+,73,D,DNF,D,TU_Ecoli-0563,cueR,cueR
515049,-,430,DS,DSNE,DS,TU_Ecoli-0564,qmcA,qmcA;ybbJ
515520,+,5,DS,DSNFE,DS,TU_Ecoli-0565,ybbM,ybbM
517671,-,17,H,DS,,TU_Ecoli-0566,ybbN,ybbN
518108,-,7,DSNH,SFE,S,TU_Ecoli-0567,ybbN,ybbN
518193,-,6,DSNH,H,H,TU_Ecoli-0568,ybbN,ybbN
518388,+,35,DSN,DS,DS,TU_Ecoli-0569,ybbA,ybbA;ybbP
518478,-,79,DSN,DSNHF,DSN,TU_Ecoli-0570,ybbO,ybbO
518613,+,6,DSN,DSNFE,DSN,TU_Ecoli-0571,ybbA,ybbA;ybbP
518895,+,48,DSN,DHF,D,TU_Ecoli-0572,ybbA,ybbA;ybbP
518997,+,18,DSN,SHFE,S,TU_Ecoli-0573,ybbP,ybbP
519021,-,145,DSN,DSF,DS,TU_Ecoli-0574,tesA,tesA;ybbO
526492,+,14,D,DSNHFE,D,TU_Ecoli-0575,ybbC,ybbC;ylbH
527354,+,153,D,DSNFE,D,TU_Ecoli-0576,ybbD,ybbD
531840,+,189,D,DSNHE,D,TU_Ecoli-0577,allR,allR
532091,-,5,D,DSNHFE,D,TU_Ecoli-0578,allS,allS
532207,+,190,D,DSNHFE,D,TU_Ecoli-0579,allR,allR
532856,+,267,S,DSNHF,S,TU_Ecoli-0580,gcl,gcl;hyi;glxR;ybbV;ybbW;allB;ybbY;glxK
533001,+,745,S,DSNE,S,TU_Ecoli-0581,gcl,gcl;hyi;glxR;ybbV;ybbW;allB;ybbY;glxK
552303,-,5,D,NH,,TU_Ecoli-0582,purK,purK
552307,-,5,D,NH,,TU_Ecoli-0583,purK,purK
552365,-,32,D,DSFE,D,TU_Ecoli-0584,purE,purE;purK
553571,-,6,DS,SFE,S,TU_Ecoli-0585,lpxH,lpxH
553639,+,31,DS,DSNHF,DS,TU_Ecoli-0586,cysS,cysS
553713,-,89,DS,DSF,DS,TU_Ecoli-0587,ppiB,ppiB;lpxH
553781,-,3358,DS,DSNE,DS,TU_Ecoli-0588,ppiB,ppiB;lpxH
556502,-,36,D,DF,D,TU_Ecoli-0589,ybcJ,ybcJ
557004,-,238,D,DSNFE,D,TU_Ecoli-0590,folD,folD;ybcJ
565236,-,48,D,DSNHE,D,TU_Ecoli-0591,intD,intD
565315,+,104,D,DSNHF,D,TU_Ecoli-0592,ybcD,ybcD
565541,-,5,D,DSNF,D,TU_Ecoli-0593,intD,intD
565678,-,16,D,SNH,,TU_Ecoli-0594,ybcC,ybcC
565995,-,12,D,DSH,D,TU_Ecoli-0595,ybcC,ybcC
567728,+,5,DS,DSNHF,DS,TU_Ecoli-0596,ybcK,ybcK
570410,+,73,DS,DSNHFE,DS,TU_Ecoli-0597,ybcM,ybcM
571159,+,5,DS,DSHFE,DS,TU_Ecoli-0598,ylcH,ylcH;ybcN;ninE;ybcO;rusA;ylcG
571542,+,260,D,DSNHF,D,TU_Ecoli-0599,ylcH,ylcH;ybcN;ninE;ybcO;rusA;ylcG
575128,-,6,DN,DSFE,D,TU_Ecoli-0600,insH-2,insH-2
576093,-,331,DSE,DSF,DS,TU_Ecoli-0601,nmpC,nmpC
576509,+,7,DSE,E,E,TU_Ecoli-0602,essD,essD;rzpD;rzoD
578144,-,26,D,DSNHF,D,TU_Ecoli-0603,borD,borD
578958,+,11,DH,DSNFE,D,TU_Ecoli-0604,ybcW,ybcW
579054,-,5,DH,DSNHF,DH,TU_Ecoli-0605,ybcV,ybcV
579279,-,5,DH,DSNF,D,TU_Ecoli-0606,ybcV,ybcV
579359,+,8,DH,DSHFE,DH,TU_Ecoli-0607,nohB,nohB
579377,+,7,DSH,FE,,TU_Ecoli-0608,nohB,nohB
579694,-,204,DS,HFE,,TU_Ecoli-0609,ylcI,ylcI
579776,+,10,DS,DSNH,DS,TU_Ecoli-0610,nohB,nohB
581993,-,5,D,DSHFE,D,TU_Ecoli-0611,ybcY,ybcY
582200,-,37,D,DSNHF,D,TU_Ecoli-0612,ybcY,ybcY
584856,-,339,DH,DSHFE,DH,TU_Ecoli-0613,ompT,ompT
584887,-,3891,DH,DSHFE,DH,TU_Ecoli-0614,ompT,ompT
594546,-,67,DS,DSNHFE,DS,TU_Ecoli-0615,cusS,cusS
594684,-,286,DS,DSHF,DS,TU_Ecoli-0616,cusR,cusR;cusS
594797,+,66,DS,DSNHF,DS,TU_Ecoli-0617,cusC,cusC
595853,+,64,DS,DSNHFE,DS,TU_Ecoli-0618,cusF,cusF;cusB;cusA
596063,+,7,DS,DSNF,DS,TU_Ecoli-0619,cusF,cusF;cusB;cusA
596519,+,629,DS,NHF,,TU_Ecoli-0620,cusB,cusB;cusA
596535,+,897,DS,SH,S,TU_Ecoli-0621,cusB,cusB;cusA
601146,+,5,DS,DSNHF,DS,TU_Ecoli-0622,pheP,pheP
604265,-,5,DS,NE,,TU_Ecoli-0623,ybdG,ybdG
605135,-,33,D,DSHF,D,TU_Ecoli-0624,ybdF,ybdF
605391,-,7,D,DSNHFE,D,TU_Ecoli-0625,ybdF,ybdF
606946,-,16,DSF,SNHE,S,TU_Ecoli-0626,ybdK,ybdK
607166,-,33,DSF,DSHF,DSF,TU_Ecoli-0627,ybdK,ybdK
607179,+,6,DSF,DSHF,DSF,TU_Ecoli-0628,insL-2,insL-2
621416,-,12,DS,DSHFE,DS,TU_Ecoli-0629,fepD,fepD;fepG;fepC
621425,-,36,DS,SHFE,S,TU_Ecoli-0630,fepD,fepD;fepG;fepC
621457,-,81,DS,DSNHFE,DS,TU_Ecoli-0631,fepD,fepD;fepG;fepC
621509,+,9,DS,DS,DS,TU_Ecoli-0632,entS,entS
623749,-,154,DS,DSNHFE,DS,TU_Ecoli-0633,fepB,fepB
623901,-,189,DS,DSH,DS,TU_Ecoli-0634,fepB,fepB
623950,-,34,DS,DSNHF,DS,TU_Ecoli-0635,fepB,fepB
624099,+,13,DS,DSNHE,DS,TU_Ecoli-0636,entC,entC;entE;entB;entA;entH
629081,+,530,DSH,DSNHFE,DSH,TU_Ecoli-0637,cstA,cstA;ybdD
631168,+,13,S,DHFE,,TU_Ecoli-0638,ybdD,ybdD
631232,+,739,S,DSNF,S,TU_Ecoli-0639,ybdD,ybdD
632716,-,10,D,DNHFE,D,TU_Ecoli-0640,ybdH,ybdH
632746,-,377,D,DSNHF,D,TU_Ecoli-0641,ybdH,ybdH
632780,+,342,D,DSN,D,TU_Ecoli-0642,ybdL,ybdL
637059,-,8,D,DSHFE,D,TU_Ecoli-0643,ybdO,ybdO
637852,+,193,DSE,DSNHFE,DSE,TU_Ecoli-0644,ahpC,ahpC;ahpF
637856,-,11,DSE,SHE,SE,TU_Ecoli-0645,dsbG,dsbG
637956,-,56,DSE,DSNF,DS,TU_Ecoli-0646,dsbG,dsbG
637967,-,12,DSE,DSNE,DSE,TU_Ecoli-0647,dsbG,dsbG
637977,-,15,DSE,DSNE,DSE,TU_Ecoli-0648,dsbG,dsbG
638005,-,7,DSE,DSNHFE,DSE,TU_Ecoli-0649,dsbG,dsbG
638104,+,92,DSE,DNFE,DE,TU_Ecoli-0650,ahpC,ahpC;ahpF
638144,+,548,DSE,DSNHFE,DSE,TU_Ecoli-0651,ahpC,ahpC;ahpF
638286,+,210,DSE,N,,TU_Ecoli-0652,ahpF,ahpF
638305,+,9,DSE,DSNHFE,DSE,TU_Ecoli-0653,ahpF,ahpF
638319,+,7,DSE,DSNHF,DS,TU_Ecoli-0654,ahpF,ahpF
641126,-,98,DS,DSNE,DS,TU_Ecoli-0655,uspG,uspG
643512,-,16,D,DSNHE,D,TU_Ecoli-0656,rnk,rnk
643568,-,32,D,DSNHF,D,TU_Ecoli-0657,rnk,rnk
644257,-,324,H,DSNE,,TU_Ecoli-0658,rna,rna
644379,-,50,H,DSNHE,H,TU_Ecoli-0659,rna,rna
650803,+,13,DS,DSE,DS,TU_Ecoli-0660,dpiB,dpiB;dpiA
656439,+,16,DS,DSNE,DS,TU_Ecoli-0661,cspE,cspE
656473,+,3093,DS,DSNFE,DS,TU_Ecoli-0662,cspE,cspE
656498,+,5,DS,NHFE,,TU_Ecoli-0663,cspE,cspE
656590,+,214,DS,DHFE,D,TU_Ecoli-0664,ybeM_1,ybeM_1;ybeM_2
656624,+,255,DS,DSFE,DS,TU_Ecoli-0665,ybeM_1,ybeM_1;ybeM_2
656642,+,296,DS,DSHFE,DS,TU_Ecoli-0666,ybeM_1,ybeM_1;ybeM_2
657189,+,92,S,DSNH,S,TU_Ecoli-0667,ybeM_1,ybeM_1;ybeM_2
657267,+,5,S,DSN,S,TU_Ecoli-0668,ybeM_2,ybeM_2
657275,+,10,S,DSNF,S,TU_Ecoli-0669,ybeM_2,ybeM_2
658096,+,34,DH,DSNHF,DH,TU_Ecoli-0670,tatE,tatE
659463,-,13,D,DSE,D,TU_Ecoli-0671,lipA,lipA
659474,-,18,D,DSFE,D,TU_Ecoli-0672,lipA,lipA
659524,-,26,D,DSNF,D,TU_Ecoli-0673,lipA,lipA
660079,-,8,D,DSNHFE,D,TU_Ecoli-0674,lipA,lipA
660765,-,19,DS,DSNHE,DS,TU_Ecoli-0675,ybeF,ybeF
661806,-,368,DH,DSNHFE,DH,TU_Ecoli-0676,lipB,lipB
661879,-,42,DH,DSNFE,D,TU_Ecoli-0677,ybeD,ybeD
662523,-,67,DH,DSHFE,DH,TU_Ecoli-0678,ybeD,ybeD
